Scan	  Chan 1	

1	-0.414734	
2	0.375671	
3	-0.296631	
4	0.201721	
5	-0.1474	
6	-0.413208	
7	0.381165	
8	-0.293274	
9	0.238037	
10	-0.134583	
11	-0.405273	
12	0.362854	
13	-0.283203	
14	0.231628	
15	-0.142517	
16	-0.411072	
17	0.368652	
18	-0.2948	
19	0.23468	
20	-0.126648	
21	-0.413513	
22	0.362244	
23	-0.30365	
24	0.216064	
25	-0.13855	
26	-0.40863	
27	0.375977	
28	-0.29541	
29	0.220947	
30	-0.140381	
31	-0.411072	
32	0.371399	
33	-0.274658	
34	0.24292	
35	-0.135498	
36	-0.409546	
37	0.361023	
38	-0.305481	
39	0.219421	
40	-0.128479	
41	-0.405884	
42	0.362244	
43	-0.293579	
44	0.209351	
45	-0.142517	
46	-0.419006	
47	0.359497	
48	-0.296631	
49	0.23468	
50	-0.129395	
51	-0.401306	
52	0.34729	
53	-0.286255	
54	0.22583	
55	-0.140991	
56	-0.411987	
57	0.362549	
58	-0.294495	
59	0.233765	
60	-0.126648	
61	-0.407104	
62	0.330505	
63	-0.30426	
64	0.197754	
65	-0.136719	
66	-0.409241	
67	0.380249	
68	-0.292358	
69	0.223389	
70	-0.133972	
71	-0.40863	
72	0.336609	
73	-0.283813	
74	0.239868	
75	-0.1297	
76	-0.412598	
77	0.354614	
78	-0.298462	
79	0.220032	
80	-0.133057	
81	-0.409546	
82	0.375366	
83	-0.292969	
84	0.206604	
85	-0.139771	
86	-0.412903	
87	0.357666	
88	-0.298767	
89	0.22522	
90	-0.132141	
91	-0.404053	
92	0.33905	
93	-0.286255	
94	0.220947	
95	-0.135498	
96	-0.412598	
97	0.352783	
98	-0.292664	
99	0.233765	
100	-0.127563	
101	-0.405884	
102	0.333557	
103	-0.300903	
104	0.194397	
105	-0.140381	
106	-0.411987	
107	0.369568	
108	-0.286865	
109	0.230713	
110	-0.132446	
111	-0.409851	
112	0.342712	
113	-0.292969	
114	0.232544	
115	-0.127869	
116	-0.40863	
117	0.365295	
118	-0.2948	
119	0.213623	
120	-0.134277	
121	-0.411072	
122	0.362854	
123	-0.294189	
124	0.201111	
125	-0.134277	
126	-0.40802	
127	0.357056	
128	-0.296631	
129	0.218506	
130	-0.128479	
131	-0.404053	
132	0.365295	
133	-0.286255	
134	0.221863	
135	-0.132446	
136	-0.408325	
137	0.350952	
138	-0.293579	
139	0.228577	
140	-0.125122	
141	-0.414429	
142	0.339966	
